0405	NP	full moon	luna piena	fullmåne	der Vollmond	polna luna
0406	CN	fun	divertimento	nöje	der Spass	zabava
0407	AP	funny	divertente	kul/rolig	lustig	šaljiv, smešen
0408	CN	funny show	spettacolo divertente	kul föreställning	lustge Show	zabavna oddaja
0409	AP	gallant	galante	galant	galant	galanten
0410	CNP	gate	cancello	grind	das Tor	vrata
0411	CN	general health	salute generale	allmäntillstånd	allgemeine Gesundheit	splošno zdravje
0412	VP	get dressed	vestire	klä på sig	sich anziehen	obleci se
0413	VP	get out of chair	alzarsi dalla carrozzina	resa sig ur stolen	aus der Stuhl rauskommen	se vstani s stola
0414	V2	get	prendere	ta	bekommen	dobiti
0415	V2	get	ricevere	ta emot	erhalten	vzeti
0416	CNH	girl	bambina	flicka	das Mädchen	dekle
0417	CNH	girl	ragazza	flicka	das Mädel	punca
0418	V3	give  	dare	ge	geben	dati
0419	Imp	give me that	dammi quello	ge mig det	gib mir das	daj mi
0420	V2	give way to	dare precedenza	ge företräde	den Weg für	prepustiti prostor, ukloniti se
0421	Interj	glad to meet you	piacere di conoscerti	glad att få träffa dig	schön dich zu treffen	me veseli, da sva se spoznala
0422	VP	glass and straw	bicchiere e cannuccia	glas och sugrör	Glas und Stroh	steklo in slama
0423	CN	glass	bicchiere	glas	das Glas	steklo
0424	VP	glue an envelope 	incollare una busta	klistra igen ett kuvert	einen Umschlag kleben	zalepiti koverto
0425	V	go	andare	gå	gehen	iti
0426	VP	go around	andare a fare un giro	gå ut en stund	Herumgehen	pojdi okoli
0427	VP	go away	andare via	ge sig iväg	weggehen	pojdi stran
0428	VP	go fast	andare velocemente	gå snabbt	schnell gehen	pojdi hitro
0429	AP	good	bravo	bra	gut	dober
0430	AP	good	buono	bra	schön	dobro
0431	Interj	good bye	arrivederla	hej då	Auf Wiedersehen	nasvidenje
0432	CN	good proposal	buoni propositi	bra förslag	gute Vorschlag	dober predlog
0433	NP	go	verde pedoni	grönt ljus för gående	geh	pojdi
0434	AP	gracious	grazioso	graciös	gnädig	ljubezniv, prikupen
0435	CNH	grandfather	nonno	morfar/farfar	der Grossvater	ded, dedek, stari oče
0436	CNM	granny pie	torta della nonna	paj	Kuchen von Oma	babičina pita
0437	CN	granola bar	barretta ai cereali	müslibar	Müsliriegel	granola tablica (žitna tablica)
0438	CNM	grapes juice	succo d'uva	druvjuice	Trauben Saft	grozdni sok
0439	CN	grape	uva	vindruvor	die Trauben	grozdje
0440	CN	graphics pad	mouse a tavoletta	datormus*	Grafik Pad	grafična tablica
0441	CNM	grated apple	mela grattugiata	rivet äpple	bewertete Apfel	naribano jabolko
0442	CN	green bean	fagioli verdi	gröna bönor	die grüne Bohne	zeleni fižol
0443	AP	green	verde	grön	grün	zelen
0444	CNM	grill cheese	formaggio all griglia	grillad ost	gegrillter Käse	sir na žaru
0445	CNP	guesthouse	pensione	pensionat	Gasthaus	gostišče
0446	CNM	gym	ginnastica	gymnastik	Fitnessstudio	telovadnica
0447	CNP	gym	palestra	gymnastiksal	die Turnhalle	gimnastika
0448	CN	hails	grandina	hagel	Hagel	pada (padavina-toča)
0449	CN	hair	cappelli	hår	die Haare	lasje
0450	CN	hair clip	fermaglio per capelli	hårspänne	Haarklammer	sponka za lase
0451	CN	hair cut	taglio di capelli	klippa håret	der Haarschnitt	striženje
0452	CN	hair dryer	asciuga capelli	hårtork	der Haartrockner	sušilnik za lase
0453	CNM	hair spray	lacca	hårspray	der Haarspray	lak za lase
0454	CN	hamburger	hamburger	hamburgare	der Hamburger	hamburger
0455	CN	hand	mano	hand	die Hand	dlan
0456	AP	happy	contento	nöjd	glücklich	srečen
0457	AP	happy	felice	glad	froh	vesel
0458	CN	hat	cappello	hatt	der Hut	klobuk
0459	V2	have	avere	ha	haben	imeti
0460	V2	have	io ho	jag har*	besitzen	cvikati
0461	V2?	have not	non avere	inte ha	nicht haben	nimati
0462	V2?	have not*	non avere	inte ha	nicht besitzen	revna oseba
0463	QCl	have you heard?	hai sentito di	har du hört	hast du gehört?	ali ste slišali?
0464	CNM	headache	mal di testa	huvudvärk	die Kopfschmerzen	glavobol
0465	CN	head	capo	huvud	der Kopf	glava
0466	CN	head	testa	huvud	die Spitze	vodja	DUPLICATE 0466
0467	CNM	health	salute	hälsa	die Gesundheit	zdravje
0468	AP	healthy	sano	frisk	gesund	zdrav
0469	CN	hearing test	test per l'udito	hörseltest	Hörtest	test sluha
0470	CN	heart attack	attacco di cuore	hjärtattack	der Herzanfall	srčni infarkt
0471	CN	heart	cuore	hjärta	das Herz	srce
0472	CN	heart problem	problemi di cuore	hjärtproblem	das Herzproblem	težave s srcem
0473	V2	help	aiutare	hjälpa	die Hilfe*	pomoč
0473	V	help	aiutare	hjälpa	die Hilfe*	pomoč
0474	CNM	help	aiuto	hjälp	die Aushilfe	pomagati
0475	V2	help	chiedere aiuto	be om hjälp	die Stütze	podpreti
0475	V	help	chiedere aiuto	be om hjälp	die Stütze	podpreti
0476	Interj	here it is	ecco	här är det	hier ist es	tukaj je
0477	AdvP	here	qui	här	hier	tukaj 
0478	Quant	her	suo	hans/hennes*	ihr	njo
0479	AP	high	alto	hög	hoch	visok
0480	NP	high blood pressure	pressione alta	högt blodtryck	der Bluthochdruck	visok krvni pritisk
0481	CN	high chair	seggiolone	hög stol	Hochstuhl	stolček za hranjenje
0482	CNP	highway	autostrada	motorväg	die Autobahn	avtocesta
0483	CNP	hill	collina	kulle	der Hügel	hrib
0484	CNH	hockey player	giocatore di hockey	hockeyspelare	Hockey Spieler	hokejist
0485	VP	hold hands	tenersi per mano	hålla varandra i handen	Hände halten	držati se za    roke
0486	CNT	holiday	vacanza	semester	der Urlaub	počitnice
0487	AP	homemade	casalingo	hemmagjord	selbst gemacht	domač
0488	CNM	honey	miele	honung	der Honig	med
0489	CNM	horror	orrore	skräck	der Horror	groza
0490	CN	horse	cavallo	häst	das Pferd	konj
0491	CNP	hostel	ostello	vandrarhem	die Herberge	hostel (hotel po ugodni ceni)
0492	CN	hot bread	panetti caldi	varm smörgås	 warmes Brot	vroč kruh
0493	AP	hot	caldo	varm	heiss	vroč
0494	CNM	hot chocolate	cioccolata calda	varm choklad	die heisse Schokolade	vroča čokolada
0495	CN	hot dog	hot dog	varm korv	der Hotdog	hrenovka v kruhu
0496	CNP	hotel	albergo	hotel*	das Hotel	hotel
0497	CNP	hotel	albergo	hotell	das Hotel	gostišče	DUPLICATE 0496
0498	CNM	hot pepper	peperoncino piccante	stark peppar	Paprika	pekoča paprika
0499	CN	hot sausage	salame piccante	stark korv	heisse Wurst	vroča klobasa
0500	CNP	house	casa	hus	das Haus	hiša
0501	QS	how are you?	come stai?	hur mår du?	wie geht es dir?	kako si?
0502	QS	how much is it?	quanto costa	hur mycket kostar det?	wie viel kostet das	koliko je to? Koliko stane?
0503	IP	how much	quanto	hur mycket	wie viel?	koliko 
0504	QCl	how old are you?	quanti anni hai	hur gammal är du?	wie alt sind Sie?	koliko si star(a)?
0505	QS	how's it going?	come va	hur går det?	wie geht's?	kako gre
0506	QS	how's the weather?	com'è il tempo	hur är vädret?	Wie ist das Wetter?	kakšno je vreme
0507	Numeral	hundred	cento	hundra	hundert	sto
0508	CNM	hunger	fame	hunger	der Hunger	lakota
0509	AP	hungry	affamato	hungrig	hungrig	lačen
0510	VP	hurry	avere fretta	ha bråttom	die Eile*	pohiti
0511	AP	hurt	ferito	skadad	verletzen	poškodovan, ranjen
0512	Interj	hve a nice day	buona giornata	ha en bra dag	einen schönen Tag noch	lep dan vam želim
0513	Cl	I agree	sono d'accordo	jag instämmer	ich stimme zu	se strinjam
0514	Cl	i can't wait	non posso aspettare	jag kan inte vänta	ich kann nicht warten	komaj čakam
0515	CN	ice cream biscuit	gelato biscotto	sandwichglass	Eis Keks	sladoled s piškoti 
0516	CN	ice cream cone	cono gelato	glasstrut	Eistüte	sladoledni kornet
0517	CNM	ice cream	gelato	glass	das Eis	sladoled
0518	CNM	ice	ghiaccio	is	das Eis	led
0519	CN	ice lollipop	ghiaccioli	isglass	Eis Lutscher	sladoledna palčka
0520	Cl	i'd like a better one	ne vorrei uno migliore	jag vill ha en bättre	ich möchte eine bessere	rad bi boljše
0522	Cl	i don't know	non lo so	jag vet inte	ich weiss nicht	ne vem
0523	Cl	i don't understand	non capisco	jag förstår inte	ich verstehe nicht	ne razumem
0524	Cl	i don't want	non voglio	jag vill inte	ich möchte nicht	si ne želim
0525	Cl	I feel good	sto bene	jag mår bra	ich fühle mich gut	dobro se počutim
0526	Subj	if	se	om	ob*	če
0527	Cl	i hate that show	odio quel programma	jag avskyr det programmet	ich hasse das show	sovražim to oddajo
0528	Cl	I have need of the receipt	ho bisogno della ricevuta	jag behöver kvitto	ich benötige den Empfang	rabim potrdilo
0529	Cl	I have something to say	ho qualcosa da dire	jag har något att säga	ich habe etwas zu sagen	imam nekaj za povedati
0530	Cl	I have to change my money	devo cambiare	jag måste växla pengar	ich muss mein Geld wechseln	moram zamenjati denar (valuto)
0531	Pron	I	io	jag	ich	Jaz
0532	Cl	i like this	mi piace quello	jag tycker om det	ich mag das	to mi je všeč
0533	Cl	I'll spell it	dire lettera per lettera	bokstavera	ich werde es buchstabieren	črkoval bom
0534	Cl	I'll spell it	indico lettera per lettera	jag bokstaverar det	ich werde es buchstabieren	prebral bom črko za črko
0535	Cl	i'll spell it	pronuncio lettera per lettera	jag uttalar det bokstav för bokstav	ich werde es buchstabieren	napisal bom črko za črko
0536	Cl	i love that show	mi piace quel programma	jag tycker om det programmet	ich liebe diese Show	obožujem to oddajo
0537	Cl	I love you	ti amo	jag älskar dig	ich liebe dich	ljubim te
0538	Cl	I made a mistake	ho fatto un errore	jag har gjort fel	ich machte einen Fehler	naredil sem napako
0539	Cl	i'm having fun	mi sto divertendo	jag har roligt	ich habe ein Spas	se zabavam
0540	Cl	i'm lost	mi sono perso	jag fattar inte	ich bin verloren	sem izgubljen
0541	AdvT	immediately	immediatamente	genast	sofort	takoj
0542	Cl	i'm not fine	non sentirsi bene	känna sig dålig	mir get es nicht gut	nisem v redu
0543	Cl	i'm not ready	non sono pronto	jag är inte färdig	ich bin nicht bereit	nisem pripravljen
0544	AP	important	importante	viktig	wichtig	pomemben
0545	Cl	I'm ready to work	sono pronto per lavorare	jag är beredd att börja arbeta	ich bin bereit zu arbeiten	sem pripravljen za delo
0546	AdvP	in bottom	in fondo	längst ner	in Boden	na dnu
0547	AP	included	incluso	inkluderad	inbegriffen	vključeno
0548	Cl	I need help	ho bisogno d'aiuto	jag behöver hjälp	ich brauche Hilfe	rabim pomoč
0549	AdvP	in flower	fiorito	blommig	in Blüte	se je razcvetel, že cveti
0550	CNP	information office	ufficio informazioni	informationsdisk	informationsbüro	informacijska pisarna
0551	CNM	instant coffee	caffè solubile	snabbkaffe	der Pulverkaffee	instant kava
0552	CNM	instant tea	tè solubile	téblad*	instant ee*	inastant čaj
0553	V2	interest	interessare	intressera	das Interesse*	zanimanje
0554	AP	international	internazionale	internationell	international	mednaroden
0555	Cl	I point to symbols to communicate	indico i simboli	jag pekar på symboler	ich zeige auf Symbole zu kommunizieren	komuniciram preko simbolov
0556	CN	iron	ferro da stiro	strykjärn	das Eisen	likati
0557	CN	ironing board	asse stiro	strykbräda	Bügelbrett	likalna deska
0558	Cl	I see you are busy	vedo che sei occupato	jag ser att du är upptagen	ich sehe dass Sie beschäftigt sind	vidim, da si zaseden(a)
0559	Copula	is	essere	är	ist	je
0560	Cl	is not in the lexicon	non è in questo lessico	finns inte i lexikonet	ist nicht im Lexikon	ni ga v leksikonu
0561	Copula	is not	non è	är inte	ist nicht	ni
0562	VP	is not on this page	non è in questa pagina	finns inte på denna sida	ist nicht auf dieser Seite	ni na tej strani
0563	Cl	it's about time	È quasi ora	det var på tiden	wurde auch Zeit	je že čas…
0564	Cl	it's not this	non è	är inte	es ist nicht diese	to ni to
0565	Cl	it's time	È ora	det är dags	es wird Zeit	čas je
0566	Cl	I want different size	voglio una taglia differente	jag vill ha en annan storlek	Ich will verschiedene Größe	želim  drugo velikost
0567	ClSlash	I want	io voglio	jag vill inte	Ich will	hočem, želim
0568	Cl	I want that one	voglio quello	jag vill ha den där	ich möchte diese/diesen/dieses	želim tisto
0569	Cl	I want to beg you pardon	voglio chiedere scusa	jag vill be om ursäkt	ich möchte etwas anderes sagen	hočem reči nekaj drugega
0570	Cl	I want to show you something	voglio mostrarti qualcosa	jag vill visa dig någonting	Ich will dir etwas zeigen	hočem ti nekaj pokazati
0571	Cl	I want to talk with you	voglio parlare con te	jag vill prata med dig	ich will mit dir reden	hočem govoriti z vami
0572	Cl	I won	ho vinto	jag vann	Ich habe gewonnen	znagal sem
0573	CN	jacket	giacca	kavaj	die Jacke	jopič
0574	CN	jacket	giubbotto	jacka	die Jacke	suknjič
0575	Month	January	Gennaio	januari	der Januar	januar
0576	CNM	juice	spremuta	juice	der Saft	sok
0577	Month	July	Luglio	juli	der Juli	julij
0578	Month	June	Giugno	juni	der Juni	junij
0579	CN	keyboard	tastiera	tangentbord	die Tastatur	tipkovnica
0580	CN	key	chiave	nyckel	der Schlüssel	ključ
0581	CN	kilometer	chilometro	kilometer	die Kilometer	kilometer
0582	CNP	kitchen	cucina	kök	die Küche	kuhinja
0583	CN	kitchen robot	robot da cucina	matberedare	Küchenmaschine 	kuhinjski   robot
0584	CN	knife	coltello	kniv	das Messer	nož
0585	V2	knock down	buttarlo giù	knuffa ner	niederschlagen	podreti
0586	VS	know	sapere	veta	wissen	vedeti
0586	V	know	sapere	veta	wissen	vedeti
0587	NP	labour day	festa dei lavoratori	Första maj	Tag der Arbeit	Praznik dela
0588	CNP	lake	lago	sjö	der See	jezero
0589	CN	lamp	lampada	lampa	die Lampe	svetilka
0590	V	land	atterrare	landa	das Land*	zemljišče,  dežela
0591	AdvT	last month	mese scorso	förra månaden	im vergangenen Monat	prejšnji mesec
0592	AP	last	ultimo	sist	letzte	zadnji
0593	CN	laundry basket	cesta biancheria	tvättkorg	Wäschekorb	košara za perilo
0594	CNM	laundry	bucato	tvätt	Wäsche	perilo
0595	CN	laundry	lavanderia	tvättstuga	die Wäscherei	pralnica
0596	CNM	laundry soap	sapone da bucato	tvättmedel	Waschseife	trdo milo (za perilo)
0597	CNH	lawyer	avvocato	advokat	der Rechtsanwalt	odvetnik
0598	V2	lay away	mettere via	ställa undan	weglegen	pospravi
0599	VP	lay away the clothes	mettere via i vestiti	lägga in kläder	die Kleider weglegen	pospravi obleke
0600	V2	learn	imparare	lära sig	lernen	učiti se
0600	V	learn	imparare	lära sig	lernen	učiti se
0601	Imp	leave me alone	lasciami in pace	lämna mig ensam	lass mich in Ruhe	pusti me pri miru
0603	AP	left	sinistra	vänster	links	levo
0604	CN	leg	gamba	ben	das Bein	noga
0605	Det	less	meno di	mindre än	Weniger	manj
0606	Utt	let's go to another store	andiamo in un altro negozio	vi går till en annan affär	Lassen Sie uns zu einem anderen Laden gehen	gremo v drugo trgovino
0607	Utt	let's talk later	parliamo più tardi	vi pratas vid senare	Lass uns später reden	pogovoriva se kasneje
0608	CNH	letter carrier	postino	brevbärare	der Briefträger	poštar
0609	CN	letter	lettera	brev	der Brief	pismo
0610	CN	letter	lettera	bokstav	Buchstabe	črke
0610	CN	number	numero	siffra	Zahl	številke
0611	CNM	lettuce	lattuga	grönsallad	der Salat	zelena solata
0612	CNP	library	biblioteca	bibliotek	die Bibliothek	knjižnica
0613	CN	library card	tessera della biblioteca	lånekort	der Bibliotheksausweis	knjižnična izkaznica
0614	VP	lie down	stare supini	ligga ner	hinlegen	lezi
0615	CN	life jacket	giubbotto salvataggio	livväst	die Rettungsweste	rešilni jopič
0616	CN	life support system	respiratore	respirator	Lebenserhaltungssystem 	sistem oživljanja
0617	V2	light	accendere	tända	das Licht*	svetloba
0618	CN	light	lampadina	lampa	hell*	lahek
0619	AP	light	leggero	lätt	leicht	svetel
0620	CN	light	luce	glödlampa	luftig*	luč
0621	CN	lightning	fulmine	blixt	der Blitz	strela
0622	CNP	line	fila	kö 	die Linie	vrstica
0623	CN	list	elenco	lista	auflisten*	seznam
0624	V2	listen	ascoltare	lyssna	zuhören	poslušati
0624	V	listen	ascoltare	lyssna	zuhören	poslušati
0625	Cl	listen	ti ascolto	jag lyssnar på dig	anhören	čuti
0626	VP	listen to music	ascoltare la musica	lyssna på musik	Musik hören	poslušati glasbo
0627	CN	list	lista	lista	aufzählen*	popis
0628	CNM	literature	letteratura	litteratur	die Literatur	literatura
0629	VP	be alive	essere vivo	leva	die Leben*	življenja
0630	CNP	living room	soggiorno	vardagsrum	das Wohnzimmer	dnevna soba
0631	AP	local	locale	lokal	lokal	lokalen, tukajšnji
0632	CNP	locker room	spogliatoio	omklädningsrum	die Umkleideraum	slačilnica
0633	AP	long	lungo	lång	lang	dolg
0634	NP	long sleeve	maniche lunghe	långa ärmar	langärmlig	dolgi rokav
0635	VP	look out the window	guardare fuori dalla finestra	titta ut genom fönstret	schaue aus dem Fenster	poglej skozi okno
0636	AP	loud	rumoroso	högljudd	laut	glasen
0637	AP	low	basso	låg	niedrig	nizek
0638	NP	low blood pressure	pressione bassa	lågt blodtryck	niedriger Blutdruck	nizek krvni pritisk
0639	V2	love	amare	älska	die Liebe*	ljubezen
0640	VP	lower head	abbassare la testa	sänk huvudet	Unterkopf* 	spustiti glavo
0641	CN	love story	storia romantica	romantisk historia	Liebesgeschichte	ljubezenska zgodba
0642	V2	love	volersi bene	tycka om	der Liebling*	ljubiti
0643	AP	lucky	fortunato	lycklig	glücklich	srečen
0644	CN	luggage	bagagli	bagage	das Gepäck	prtljaga
0645	CN	lunch bag	sacchetto della merenda	matsäck	Lunchpaket 	torbica za prigrizke
0646	CNM	lunch meat	carne sottovuoto	kallskuret	Mittagessen Fleisch	prekajeno meso
0647	CN	lunch	pranzo	lunch	das Mittagsessen	kosilo
0648	CN	lunch time	ora di pranzo	lunchrast	Mittagessenszeit	čas kosila
0649	CNH	madam	signora	fru	die Dame	gospa
0650	CN	magazine	rivista	veckotidning	die Zeitschrift	revija
0651	AP	magnificent	magnifico	magnifik	ausgezeichnet	veličasten
0652	CN	magnifying glass	lente d'ingrandimento	förstoringsglas	die Lupe	povečevalno steklo
0653	CN	mail box	cassetta postale	brevlåda	der Briefkasten	nabiralnik
0654	CNM	maize bread	pane di mais	majsbröd	Maisbrot	koruzni kruh
0655	VP	make bed	fare il letto	bädda sängen	Bett machen	pospraviti posteljo
0656	VP	make biscuits	fare i biscotti con le formine	baka kakor	Kekse machen	napraviti kekse
0657	V2	make	fare	tillverka	machen	napraviti
0658	VP	make peace	fare la pace	sluta fred	Frieden schliessen	pobotati se
0659	CNH	male friend	amico	vän	männlicher Freund	spoprijateljiti se
0660	AP	male	maschio	manlig	männlich	moški
0661	CNH	man	uomo	man 	der Mann	človek, moški
0662	Det	many	molti	många	viele	veliko
0663	CN	map	cartina	karta	die Karte	zemljevid
0664	CN	map	mappa	karta	die Landkarte	načrt
0665	CN	world map	mappamondo	världskarta	die Weltkarte	zemljevid sveta
0666	CN	marching band	parata musicale	musikkår	der Spielmannszug	paradni orkester
0667	Month	March	Marzo	mars	der März	marec
0668	NP	mathematics	matematico	matematik	Mathematik	matematika
0669	Month	May	Maggio	maj	der Mai	maj
0670	CN	meaning	significa	betydelse	die Bedeutung	pomen
0671	CN	measure	misura	mått	messen	meriti
0672	CN	measuring cup	misurino graduato	litermått	Messbecher	merilna skodelica
0673	CNM	beef	carne di manzo	köttfärs*	das Fleisch	meso
0674	CNM	meat	carne	kött	das Fleisch	hrana 
0675	AP	medium	comparativi?	jämförande*	das Mittel*	srednji
0676	CNP	meeting	riunione	möte	die Besprechung	srečanje
0677	CN	memory	ricordo	minne	die Erinnerung	spomin
0678	CN	menu	menu	meny	Menü	meni
0679	CNP	men wc	wc uomini	herrtoalett	Herren WC	moški wc
0680	CN	metre	metri	meter	die Meter	merilec
0681	CN	microwave oven	forno a microonde	mikrovågsugn	Mikrowelle	mikrovalovna pečica
0682	CNT	midnight	mezzanotte	midnatt	Mitternacht	polnoč
0683	CNM	milk	latte	mjölk	die Milch	mleko
0684	CN	mirror	specchio	spegel	der Spiegel	ogledalo
0685	V2	miss	mancare	sakna	vermissen	zamuditi
0686	VP	miss the coach	perdere il bus	missa bussen	verpassen den Trainer	zamuditi avtobus
0687	CN	mistake	sbaglio	misstag	der Fehler	napaka
0688	CN	mobile telephone	telefonino	mobiltelefon	das Handy	mobilni telefon
0689	CN	moment	momento	ögonblick	der Moment	trenutek
0690	Weekday	Monday	lunedì	måndag	der Montag	ponedeljek
0691	CNM	money	denaro	pengar	das Geld	denar
0692	CNM	money	soldi	pengar	das Geld	plačilno sredstvo
0693	CNM	money	soldo	kontanter	das Geld	bogastvo
0694	CN	monitor	monitor	monitor	der Monitor	monitor
0695	CN	month	mese	månad	der Monat	mesec
0696	CN	monument	monumento	monument	das Monument	spomenik
0697	Adv	more	ancora	mer	mehr	več
0698	Det	more	più di	mer	weitere	bolj
0699	CN	morning	mattina	morgon/förmiddag	der Morgen	jutro
0700	CNH	mother	madre	mor	die Mother	mati
0701	CNT	mother's day	festa della mamma	mors dag	Muttertag	Materinski dan
0702	CNH	mousse chocolate	mousse al cioccolato	chokladmousse	Mousse Schokolade	čokoladni mousse
0703	CN	mouth	bocca	mun	der Mund	usta
0704	CN	lip	labbra	läppar	das Maul	gobec
0705	CN	movie	film	film 	der Film	film
0706	CNP	movies	cinema	bio	das Kino	kino
0707	CNH	movie star	stella del cinema	filmstjärna	Filmstar	filmska zvezda
0708	VP	mow the meadow	tagliare l'erba	klippa gräset	mähen die Wiese	pokositi travnik
0709	Adv	much	tanto	mycket	viel	veliko
0709	Det	much	tanto	mycket	viel	veliko
0710	CN	muscle	muscolo	muskel	der Muskel	mišica
0711	CNP	museum	museo	museum	Museum	muzej
0712	CNH	music band	banda musicale	orkester	Musik Band	glasbena skupina
0713	CNM	music	musica	musik	die Musik	glasba
0714	Cl	my legs are shaking	mi tremano le gambe	mina ben skakar	meine Beine zittern	moji nogi se treseta
0715	Quant	my	mio	min  	mein,meine	moj
0716	Utt	my turn	tocca a me	min tur	ich bin dran	jaz sem na vrsti
0717	CN	nail file	lima per unghie	nagelfil	Nagelfeile 	pilica za nohte
0718	CN	name	nome	namn	der Name	ime
0719	CN	name	nomi generale	egennamn	der Name	imenovati
0720	CN	napkin	pannolino	blöja	die Serviette	prtiček
0721	CN	napkin	tovagliolo	servett	die Serviette	prtič
0722	CNT	National day	festa nazionale	nationaldag	Nationaltag	Dan državnosti
0723	CNM	nausea	nausea	illamående	die Übelkeit	slabost
0724	AP	necessary	necessario	nödvändig	notwendig	nujen, neizogiben, potreben
0725	CN	neck	collo	nacke/hals	der Hals	vrat
0726	CN	necklace	collana	halsband	die Halskette	ogrlica
0727	V2	need	aver bisogno	behöver	brauchen	potreba
0727	VV	need	aver bisogno	behöver	brauchen	potreba
0728	VP	need	aver bisogno del pettine	behöver kamma sig	benötigen	potrebovati
0729	VPSlash	be afraid	avere paura	behöver gå på toa*	das Erfordernis*	nuja
0730	CNH	neighbor	vicino di casa	granne	die Nachbar	sosedje
0731	CNM	new age music	musica new age	new agemusik	New-Age-Musik	glasba novega časa
0732	NP	new clothes	vestiti nuovi	nya kläder	neue Kleidung	nova oblačila
0733	AdV	never	mai	aldrig	nie	nikoli
0734	AP	new	nuovo	ny	neu	nov
0735	CN	new word	parola nuova	nytt ord	ein neues Wort	nova beseda
0736	CNT AdvT	next month	mese prossimo	nästa månad	nächsten Monat	naslednji mesec
0737	PrepP	next to	accanto a	nära	neben an	poleg
0738	AP	nice	carino	söt	nett	lepo
0739	CN	nice music	musica orecchiabile	njutbar musik	gute Musik	prijetna glasba
0740	AP	nice	simpatico	trevlig	fein	fin
0741	CNT	night	notte	natt	die Nacht	noč
0742	Numeral	nine	nove	nio	neun	devet
0743	AP	no alcoholic	no alcoolici	alkoholfritt	kein Alkohol*	brezalkoholen
0744	AP	no drugs	no droghe	drogfritt	keine Drogen	prepovedane droge, brez drog
0745	Interj	no	no	nej	nein	ne
0746	CNT	noon	mezzogiorno	middagstid	der Mittag	opoldne
0747	CN	nose	naso	näsa	die Nase	nos
0748	AP	no smoke	vietato fumare	rökffritt	kein Rauch	prepovedano kajenje
0749	CN	notebook	computer portatile	lap top	Notizbuch	beležnica
0750	CN	notebook	taccuino	anteckningsbok	Notebook	zvezek
0751	NP	nothing	nulla	ingenting	nichts	nič
0752	AP	not ready	non pronto	inte färdig	nicht bereit	nepripravljen
0753	CN	nut	dado	skruv	praxisbezogen	matice
0753	CN	bolt	bullone	mutter	praxisbezogen	vijaki
0754	CNP	ocean	oceano	ocean	der Ozean	ocean
0755	CNP	office	ufficio	kontor	das Büro	urad
0756	Interj	oh no	oh no	åh nej	ach nein	o ne
0757	AP	old	vecchio	gammal	alt	star
0758	AdvP	on	acceso	på (om ljus)	auf	na
0759	CN	one way	senso unico	enkelriktat	Einweg	enosmeren
0760	VP	open a folder	aprire una cartella	öppna en mapp	einen Ordner öffnen	odprite mapo
0761	V2	open	aprire	öppna	öffnen	odprt
0762	VP	open	levare il coperchio	ta av locket	offen	odpreti
0763	VP	open small tin	aprire le scatole	öppna en burk	kleine Dose öffen	odpri škatlico
0764	VP	open the door	aprire la porta	öppna dörren	die Tür öffnen	odpri vrata
0765	VP	open the window	aprire la finestra	öppna fönstret	das Fenster öffnen	odpri okno
0766	CN	orange	arancia	apelsin	das Orange	pomaranča
0767	CNM	orange juice	succo d'arancia	apelsinjuice	der Orangensaft	pomarančni sok
0768	CN	mandarine	mandarino	mandarin/clementin	die Orange	oranžen
0769	AP	organised	organizzato	organiserad	organisiert	organiziran
0770	Quant	our	nostro	vår	unser	naš
0771	CN	oven	forno	ugn	der Ofen	pečica
0772	CN	pad	blocco di carta	anteckningsblock	das Polster	blazinica
0773	CN	painting	pittura	målning	Malerei	slika
0774	CN	pajamas	pigiama	pyjamas	der Schlafanzug	pidžama
0775	CN	panties	mutande	underbyxor	Höschen	spodnje hlačke
0776	CN	pants	pantaloni	byxor	die Hose	spodnjice, hlače
0777	CNM	paper	carta	papper	Papier	papir
0777	CN	pencil	matita	penna	Bleistift	svinčnik
0778	CNM	paper	carta	papper	das Papier	papir
0779	CN	paper towel	asciugamani di carta	pappershanddukar	Papiertücher	papirnate brisače
0780	V2	park	parcheggiare	parkera	der Park*	park
0780	V	park	parcheggiare	parkera	der Park*	park
0781	CNP	park	parco	park 	parken*	parkirati
0782	CN	part	parte	del	der Teil	del
0783	CNM	party bag	carta da regalo	presentpapper	Party Tasche	darilna vrečka
0784	CN	party	party	fest	Party	zabava
0785	VP	pass napkin	distribuire tovaglioli	dela ut (servetter)	Serviette geben	podati prtiček
0786	VP	pass out cups	distribuire bicchieri	dela ut (glas)	pass out Tassen	podati skodelice
0787	VP	pass out papers	distribuire fogli	dela ut blad	pass out Papiere	podati dokumente
0788	V	pass	passare	passera	bestehen	podati
0789	CN	passport	passaporto	pass	der Reisepass	potni list
0790	AP	past	antica	förr i tiden*	die Vergngenheit	preteklost
0791	CNM	pasta	pasta fresca	pasta	die Pasta	testenine
0792	V2	pay attention	fare attenzione	vara uppmärksam	passt auf	bodite pozorni
0792	V	pay attention	fare attenzione	vara uppmärksam	passt auf	bodite pozorni
0793	CNM	peanut butter	burro di arachidi	jordnötssmör	die Erdnussbutter	arašidovo maslo
0794	CN	pen	penna	penna	Stift	kuli
0794	CNCONJ	pen and paper	carta e penna	papper och penna	Stift und Papier	kuli in papir	DUPLICATE 0777
0795	CNM	penicilline	penicillina	penicillin	Penicillin	penicilin
0796	CN	pen	penna	kulspetspenna  	der Stift	kuli
0797	CN	pen	penna	penna	der Schreistift	pero	DUPLICATE 0796
